angle,resolution,TGPL,TGP,TGPLM,TGPH,TGPLMH,TG,TGPLH,GP,P,TPL,TPH,PL,G,TGPM,TGPMH,GPL,TP,T,TGBP,TPLH,GW,W,PH,TPLM,TGWP,TPLMH,TPMH,TGW,TGB,GB,B,GBP,TGBWP,GPH,TPM,TGBPL,PM,PLH,TGWPL,PLM,GPLM,GPM,BW,TGBW,WP,GWP,GPLH,L,TGBWPL,PLMH,BP,PMH,GBW,TGBPLMH,TW,GBWP,GPLMH,TGBPLM,H,TGBWPLMH,TGBPH,TGL,TWP,TGWPLM,TBP,TGBWPLM,GPMH,M,TGBPM,BWP,TGWPH,WPL,GBPL,TGWPLMH,TGBPLH,GWPL,TB,TGH,TGBWPM,TGBWPH,TWPL,TBWP,BPL,TGWPLH,TBPL,TGBWPLH,TBW,TGWPM,GBPM,TGBPMH,GBPH,GL,WL,GBWPL,WPH,TL,GWPH,TGM,TGBL,TH,LH,TBPH,TWPH,TBWPL,TGWL,GH,BWPL,BL,LM,TGWPMH,TBPM,TGLM,GBL,BPH,GBWPM,GBPLM,BPM,GBWPH,GM,TGBWPMH,TGBWL,GWPLH,TBPLM,GWPM,WPM,TBL,MH,GWPLM,TM,TBPLH,TWPLH,TBWPM,WPLH,TWPLM,TGLH,BWPM,WPLM,TGBH,TGMH,GBWL,GBPLH,BWL,LMH,TBPMH,GBWM,WH,BPLM,GBWPLM,TWPM,GBPMH,TGBM,GBH,TBWPH,TBPLMH,TLH,BWPH,TGWM,TBWPLM,TBWPLH,TGLMH,GLH,GWL,GBM,TWL,GBPLMH,TLM,BH,TGBWM,TLMH,TGBWH,BPLH,GLM,GWPMH,GBWPLH,BM,GWH,GWPLMH,BPMH,BWPLM,TGWH,TMH,BWM,GLMH,TBWPLMH,BPLMH,WPMH,TGBLM,BWPLH,WPLMH,GBWPMH,GMH,GWM,TBWL,TBH,TGWLH,TWPLMH,TGWMH,TWPMH,TWM,GBWPLMH,TGWLM,TBWPMH,TGBLH,GWLH,TBM,BMH,GBWH,TGBWLH,TBLM,WLH
0,400,323,64,608,11,1716,12,93,27,4,NA,NA,NA,6,32,9,4,NA,1,65,NA,71,55,NA,NA,119,1,NA,25,15,5,12,8,255,NA,NA,113,1,1,173,NA,NA,15,13,41,9,18,NA,NA,202,NA,3,NA,9,349,1,22,NA,151,NA,149,10,NA,1,148,1,161,NA,NA,10,2,30,3,1,153,48,4,1,NA,22,44,3,3,1,35,NA,71,1,4,3,4,NA,NA,1,4,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,400,292,73,633,10,1758,9,84,23,8,NA,NA,2,6,33,9,6,1,NA,67,NA,69,50,NA,NA,117,NA,NA,31,12,7,13,9,242,NA,NA,129,1,NA,161,NA,NA,12,17,41,10,18,NA,NA,219,NA,1,NA,10,330,1,19,NA,138,NA,154,23,NA,1,161,NA,155,NA,NA,14,2,30,2,NA,134,54,4,1,NA,21,45,1,1,NA,34,1,57,NA,6,2,5,NA,NA,NA,3,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,2,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,1,NA,7,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,400,299,76,631,16,1750,15,81,22,7,NA,NA,1,4,36,11,2,1,NA,59,NA,68,54,NA,NA,119,NA,NA,29,13,7,15,8,248,NA,NA,101,2,NA,175,NA,NA,11,19,39,8,11,NA,NA,208,NA,NA,NA,8,335,NA,18,NA,152,NA,152,12,NA,1,144,NA,174,NA,NA,14,6,31,3,1,139,46,5,NA,NA,21,48,NA,1,NA,40,NA,61,1,6,1,3,NA,NA,1,2,NA,NA,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,1,NA,NA,2,NA,9,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
30,400,297,62,632,14,1749,15,112,23,9,NA,1,3,10,29,11,4,NA,2,63,NA,74,47,NA,NA,108,1,NA,25,15,8,10,7,244,NA,NA,120,NA,NA,162,NA,NA,11,19,31,12,18,NA,NA,223,NA,2,NA,11,348,NA,16,NA,138,NA,149,12,NA,2,146,NA,155,NA,NA,15,6,26,1,NA,138,50,6,NA,NA,20,47,NA,2,NA,44,NA,58,NA,6,1,4,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,400,295,62,633,16,1754,11,86,23,9,NA,NA,1,10,34,6,3,NA,NA,66,NA,73,49,1,NA,112,1,NA,27,13,3,16,11,249,NA,NA,110,2,NA,180,NA,NA,11,14,44,7,21,NA,NA,218,NA,3,NA,9,343,NA,14,NA,152,NA,161,12,NA,2,137,NA,158,NA,NA,13,4,29,4,1,134,39,5,NA,NA,26,54,NA,3,NA,34,NA,56,2,6,3,5,1,NA,2,3,NA,NA,1,1,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,1,NA,7,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,400,298,74,622,6,1753,10,95,23,5,1,NA,1,5,34,11,4,2,1,61,NA,68,47,NA,NA,124,NA,NA,38,6,7,11,7,246,NA,NA,110,1,NA,159,NA,NA,11,14,39,10,21,NA,NA,210,NA,NA,NA,11,302,NA,14,NA,169,NA,151,14,NA,1,160,1,158,NA,NA,10,3,20,4,2,153,52,6,1,NA,16,51,1,2,NA,41,NA,56,2,3,5,4,NA,NA,1,7,NA,NA,1,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,1,NA,11,1,NA,NA,1,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,400,288,77,628,15,1737,13,89,22,7,1,NA,NA,7,35,12,3,3,2,67,NA,74,53,NA,NA,120,1,NA,30,11,4,9,7,246,NA,NA,117,1,NA,181,1,NA,13,15,44,9,17,1,NA,194,NA,3,NA,7,339,NA,20,NA,145,NA,174,17,NA,3,146,2,156,NA,NA,11,3,32,4,1,134,43,6,1,NA,20,51,NA,1,NA,43,NA,57,1,7,4,2,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,1,NA,10,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,400,330,64,611,12,1713,11,88,25,10,NA,NA,1,9,33,9,1,NA,1,65,NA,76,47,NA,NA,114,1,NA,29,8,2,11,7,225,NA,NA,106,1,NA,157,1,NA,14,23,39,9,17,NA,NA,233,NA,2,NA,9,336,NA,19,NA,162,NA,152,18,NA,2,155,NA,154,NA,NA,14,8,32,3,1,155,43,5,NA,NA,16,53,3,4,NA,43,1,64,NA,4,4,4,1,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,NA,NA,9,NA,NA,NA,NA,2,NA,NA,NA,NA,11,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,400,313,61,617,11,1722,10,101,21,5,NA,NA,NA,13,32,10,2,NA,NA,53,NA,70,47,NA,NA,119,1,NA,30,16,3,11,13,257,NA,NA,111,1,NA,167,NA,NA,17,15,34,14,17,NA,1,211,NA,1,NA,10,341,NA,15,NA,151,NA,163,15,NA,1,151,1,158,NA,NA,12,9,36,2,NA,145,42,4,2,NA,23,52,1,2,1,32,NA,66,NA,6,3,2,NA,NA,NA,2,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90,400,323,64,608,11,1716,12,93,27,4,NA,NA,NA,6,32,9,4,NA,1,65,NA,72,53,NA,NA,119,1,NA,25,15,4,12,8,255,NA,NA,113,1,1,173,NA,NA,15,13,41,9,18,NA,NA,202,NA,3,NA,9,349,1,22,NA,151,NA,149,10,NA,1,148,1,161,NA,NA,10,2,30,3,1,153,48,4,1,NA,22,44,3,3,1,35,NA,71,1,4,3,4,NA,NA,1,4,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,400,292,73,633,10,1758,9,84,23,8,NA,NA,2,6,33,9,6,1,NA,67,NA,69,50,NA,NA,117,NA,NA,31,12,7,13,9,242,NA,NA,129,1,NA,161,NA,NA,12,17,41,10,18,NA,NA,219,NA,1,NA,10,330,1,19,NA,138,NA,154,23,NA,1,161,NA,155,NA,NA,14,2,30,2,NA,134,54,4,1,NA,21,45,1,1,NA,34,1,57,NA,6,2,5,NA,NA,NA,3,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,2,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,1,NA,7,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110,400,299,76,631,16,1750,15,81,22,7,NA,NA,1,4,36,11,2,1,NA,59,NA,68,54,NA,NA,119,NA,NA,29,13,7,15,8,248,NA,NA,101,2,NA,175,NA,NA,11,19,39,8,11,NA,NA,208,NA,NA,NA,8,335,NA,18,NA,152,NA,152,12,NA,1,144,NA,174,NA,NA,14,6,31,3,1,139,46,5,NA,NA,21,48,NA,1,NA,40,NA,61,1,6,1,3,NA,NA,1,2,NA,NA,1,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,1,NA,NA,2,NA,9,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
120,400,297,62,632,14,1749,15,112,23,9,NA,1,3,10,29,11,4,NA,2,63,NA,74,47,NA,NA,108,1,NA,25,15,8,10,7,244,NA,NA,120,NA,NA,162,NA,NA,11,19,31,12,18,NA,NA,223,NA,2,NA,11,348,NA,16,NA,138,NA,149,12,NA,2,146,NA,155,NA,NA,15,6,26,1,NA,138,50,6,NA,NA,20,47,NA,2,NA,44,NA,58,NA,6,1,4,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
130,400,295,62,633,16,1754,11,86,23,9,NA,NA,1,10,34,6,3,NA,NA,66,NA,73,49,1,NA,112,1,NA,27,13,3,16,11,249,NA,NA,110,2,NA,180,NA,NA,11,14,44,7,21,NA,NA,218,NA,3,NA,9,343,NA,14,NA,152,NA,161,12,NA,2,137,NA,158,NA,NA,13,4,29,4,1,134,39,5,NA,NA,26,54,NA,3,NA,34,NA,56,2,6,3,5,1,NA,2,3,NA,NA,1,1,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,1,NA,7,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
140,400,298,74,622,6,1753,10,95,23,5,1,NA,1,5,34,11,4,2,1,61,NA,68,47,NA,NA,124,NA,NA,38,6,7,11,7,246,NA,NA,110,1,NA,159,NA,NA,11,14,39,10,21,NA,NA,210,NA,NA,NA,11,302,NA,14,NA,169,NA,151,14,NA,1,160,1,158,NA,NA,10,3,20,4,2,153,52,6,1,NA,16,51,1,2,NA,41,NA,56,2,3,5,4,NA,NA,1,7,NA,NA,1,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,1,NA,11,1,NA,NA,1,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
150,400,288,77,628,15,1737,13,89,22,7,1,NA,NA,7,35,12,3,3,2,67,NA,74,53,NA,NA,120,1,NA,30,11,4,9,7,246,NA,NA,117,1,NA,181,1,NA,13,15,44,9,17,1,NA,194,NA,3,NA,7,339,NA,20,NA,145,NA,174,17,NA,3,146,2,156,NA,NA,11,3,32,4,1,134,43,6,1,NA,20,51,NA,1,NA,43,NA,57,1,7,4,2,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,1,NA,10,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
160,400,330,64,611,12,1713,11,88,25,10,NA,NA,1,9,33,9,1,NA,1,65,NA,76,47,NA,NA,114,1,NA,29,8,2,11,7,225,NA,NA,106,1,NA,157,1,NA,14,23,39,9,17,NA,NA,233,NA,2,NA,9,336,NA,19,NA,162,NA,152,18,NA,2,155,NA,154,NA,NA,14,8,32,3,1,155,43,5,NA,NA,16,53,3,4,NA,43,1,64,NA,4,4,4,1,NA,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,NA,NA,9,NA,NA,NA,NA,2,NA,NA,NA,NA,11,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
170,400,313,61,617,11,1722,10,101,21,5,NA,NA,NA,13,32,10,2,NA,NA,53,NA,70,47,NA,NA,119,1,NA,30,16,3,11,13,257,NA,NA,111,1,NA,167,NA,NA,17,15,34,14,17,NA,1,211,NA,1,NA,10,341,NA,15,NA,151,NA,163,15,NA,1,151,1,158,NA,NA,12,9,36,2,NA,145,42,4,2,NA,23,52,1,2,1,32,NA,66,NA,6,3,2,NA,NA,NA,2,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
180,400,323,64,608,11,1716,12,93,27,4,NA,NA,NA,6,32,9,4,NA,1,65,NA,72,53,NA,NA,119,1,NA,25,15,4,12,8,255,NA,NA,113,1,1,173,NA,NA,15,13,41,9,18,NA,NA,202,NA,3,NA,9,349,1,22,NA,151,NA,149,10,NA,1,148,1,161,NA,NA,10,2,30,3,1,153,48,4,1,NA,22,44,3,3,1,35,NA,71,1,4,3,4,NA,NA,1,4,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0,300,911,216,1334,69,2945,37,284,61,13,3,1,1,20,62,45,8,2,4,160,1,118,83,1,NA,249,5,NA,62,21,5,29,24,354,NA,NA,232,3,NA,312,NA,NA,27,33,74,15,23,NA,NA,282,NA,1,NA,21,327,1,29,NA,189,NA,104,33,1,2,176,1,149,NA,NA,18,10,63,5,2,115,93,8,2,NA,32,58,3,4,NA,65,NA,58,5,12,6,8,NA,NA,2,5,1,NA,1,NA,1,NA,NA,1,1,1,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,1,NA,NA,1,NA,10,2,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,300,916,213,1334,63,2946,41,282,64,15,3,NA,1,14,59,52,8,4,1,166,1,109,94,1,1,243,4,1,60,17,10,19,23,384,NA,1,219,5,NA,273,NA,NA,25,28,71,18,23,NA,NA,280,NA,5,NA,11,344,1,28,NA,194,NA,86,42,1,3,193,NA,150,NA,NA,18,10,62,5,NA,141,86,6,1,NA,32,58,1,1,NA,54,NA,68,1,15,6,9,NA,NA,NA,6,NA,NA,5,NA,NA,NA,NA,NA,2,2,NA,NA,2,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,1,NA,9,1,3,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,300,887,228,1318,66,2940,34,290,62,12,5,1,7,15,60,52,7,4,NA,154,2,118,83,NA,NA,241,5,1,64,25,12,26,27,358,NA,NA,231,6,NA,307,NA,NA,26,28,70,19,33,NA,NA,296,NA,1,NA,17,341,NA,34,NA,191,NA,93,38,1,1,193,NA,150,NA,NA,18,11,61,6,1,139,75,6,2,NA,31,61,1,2,1,54,NA,60,2,10,5,8,NA,NA,2,3,NA,NA,NA,NA,NA,NA,NA,NA,1,3,1,NA,1,NA,NA,10,NA,NA,NA,NA,1,NA,NA,1,NA,7,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,300,901,204,1358,67,2939,34,285,57,14,1,NA,3,15,67,40,8,2,3,161,1,120,79,NA,NA,247,7,1,61,26,9,21,26,391,NA,NA,224,3,NA,294,NA,NA,27,29,66,17,22,NA,1,259,NA,6,NA,19,336,NA,25,NA,192,NA,93,40,NA,3,188,2,160,NA,NA,20,4,62,11,3,135,73,8,1,NA,38,64,1,1,2,52,NA,51,2,6,3,10,NA,NA,NA,3,1,NA,3,NA,NA,NA,NA,NA,2,1,NA,NA,2,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
